92.78614 23.37173 -4.985156 83.6259 22.0246 8.55586 192.25253
89.89413 22.10895 -0.3439763 83.6259 22.0246 5.80926 179.99659
268.2058 -17.51408 -178.1914 273.995 -14.0224 6.57403 209.45413
237.4672 47.02807 -127.8324 299.563 35.2018 46.96431 136.7363
246.7379 53.55223 -134.9886 308.121 40.9674 42.07754 143.44898
300.133 34.92791 -170.8968 308.121 40.9674 8.7193 217.09366
89.07539 16.99251 -6.465967 83.6259 22.0246 7.18898 141.17445
348.8666 38.30133 173.3286 83.6259 22.0246 80.09199 206.9838
289.0341 10.91844 -154.3295 299.563 35.2018 26.1018 224.49059
299.7077 35.10452 -153.501 308.121 40.9674 8.83999 197.53681
136.3512 26.46742 -13.73081 83.6259 22.0246 47.95383 187.12154
136.1499 26.3336 -13.25947 83.6259 22.0246 47.79019 186.60064
351.264 58.62231 172.7118 83.6259 22.0246 72.5262 201.10965
135.1393 -40.50897 -25.42093 83.6259 22.0246 78.7529 163.13865
13.07246 -25.61592 -139.6164 83.6259 22.0246 83.32896 167.96231
13.07351 -25.61162 -139.6129 83.6259 22.0246 83.32609 167.95887
13.08325 -25.62649 -139.6101 83.6259 22.0246 83.32542 167.9623
348.8586 21.22801 -171.1534 83.6259 22.0246 86.33255 193.3775
13.09342 -25.6492 -139.6122 83.6259 22.0246 83.32814 167.97165
13.09596 -25.65315 -139.6108 83.6259 22.0246 83.328 167.97188
13.09502 -25.61193 -139.5899 83.6259 22.0246 83.30917 167.94628
13.0958 -25.63757 -139.6036 83.6259 22.0246 83.32072 167.963
13.02484 -25.50519 -139.6088 83.6259 22.0246 83.31423 167.92036
13.11134 -25.70381 -139.6222 83.6259 22.0246 83.33987 167.99593
13.10839 -25.70501 -139.6244 83.6259 22.0246 83.34278 167.99682
32.40313 83.37389 118.4077 83.6259 22.0246 63.92841 205.16035
38.67271 84.00582 112.1508 83.6259 22.0246 63.80275 204.73133
102.7346 89.78329 48.0543 83.6259 22.0246 67.77065 202.80813
104.4234 89.78329 46.3606 83.6259 22.0246 67.77283 202.81059
141.403 53.66386 4.477661 83.6259 22.0246 53.48942 188.17034
71.57082 86.22312 79.29217 83.6259 22.0246 64.28419 203.11715
39.14912 84.01562 111.682 83.6259 22.0246 63.77334 204.70601
62.1022 85.7009 88.7682 83.6259 22.0246 63.98567 203.46983
28.36252 82.92982 122.4308 83.6259 22.0246 64.07658 205.46022
35.69701 83.73822 115.1136 83.6259 22.0246 63.8631 204.92912
35.56519 83.73822 115.2457 83.6259 22.0246 63.87414 204.93257
35.50156 83.73828 115.3091 83.6259 22.0246 63.87951 204.93458
299.8289 35.29284 -143.858 308.121 40.9674 8.63818 187.38524
351.1926 58.94235 175.8811 83.6259 22.0246 72.48578 197.90067
237.3169 70.03931 -84.7226 83.6259 22.0246 86.05525 199.04329
83.92689 -63.64212 -72.03717 83.6259 22.0246 85.66705 162.31699
11.79463 84.4082 145.3368 83.6259 22.0246 66.33512 198.74869
24.9483 82.84048 137.0269 83.6259 22.0246 64.39636 194.39236
3.484544 72.15612 171.2663 83.6259 22.0246 66.07116 186.4654
3.196862 72.48077 170.9688 83.6259 22.0246 66.17095 186.89487
3.197084 72.25546 171.0845 83.6259 22.0246 66.16268 186.87842
3.196703 72.2804 171.0833 83.6259 22.0246 66.16369 186.86897
3.169006 69.83549 171.1281 83.6259 22.0246 66.10893 187.93187
3.666478 83.32977 162.6701 83.6259 22.0246 66.96835 190.02779
359.8532 85.15378 166.4777 83.6259 22.0246 67.5325 189.27024
349.374 84.57414 177.011 83.6259 22.0246 68.48004 189.40041
223.4104 89.94766 -57.07227 83.6259 22.0246 68.01537 187.27412
224.4145 89.94766 -58.08943 83.6259 22.0246 68.01596 187.28746
281.2328 79.03167 -111.3493 83.6259 22.0246 78.46096 184.71903
326.6189 79.71919 -151.197 83.6259 22.0246 72.91117 181.41907
111.324 79.61961 60.26662 83.6259 22.0246 58.88484 179.51469
11.94332 84.88607 166.4693 83.6259 22.0246 66.45424 177.26581
24.57945 82.43945 155.458 83.6259 22.0246 64.24779 176.5076
284.096 -78.46912 106.1167 135.529 -40.5794 59.48061 136.51024
25.57583 83.02049 158.0354 83.6259 22.0246 64.41588 172.66774
323.8529 82.93291 -140.8878 83.6259 22.0246 71.60774 172.89613
10.42526 68.99899 -176.5644 83.6259 22.0246 63.50522 169.13424
140.3199 88.50237 51.06609 83.6259 22.0246 67.15866 161.72162
351.0446 58.94321 -149.4677 83.6259 22.0246 72.55971 163.37024
305.9269 34.07375 -112.7146 308.121 40.9674 7.10918 189.20653
305.9549 34.05327 -111.6632 308.121 40.9674 7.12373 188.35821
81.40172 22.00241 -174.1649 83.6259 22.0246 2.06213 175.19826
299.61 35.17181 -102.2973 308.121 40.9674 8.85121 145.722
26.21779 61.34491 -175.5644 83.6259 22.0246 55.35239 157.26106
166.2884 38.12983 1.985308 83.6259 22.0246 71.05412 164.44718
248.4391 -67.44847 33.92963 135.529 -40.5794 60.83221 182.82681
110.0017 -31.46611 -95.30978 83.6259 22.0246 59.16013 213.97287
80.04713 -63.38376 -124.8142 83.6259 22.0246 85.45491 211.48643
352.7096 71.25581 -135.3273 83.6259 22.0246 69.49118 143.58632
11.77749 84.86928 -154.7903 83.6259 22.0246 66.46378 138.6994
20.24358 76.32546 -161.2599 83.6259 22.0246 62.44734 140.45442
26.34839 61.73617 -162.102 83.6259 22.0246 55.41749 143.4141
81.70456 -65.37902 -138.8526 135.529 -40.5794 38.91026 151.40813
58.79387 9.786029 -164.8625 83.6259 22.0246 26.77142 195.05873
58.8016 9.78765 -165.246 83.6259 22.0246 26.76402 195.44574
15.93592 -71.85902 148.658 135.529 -40.5794 59.90826 171.0986
84.87675 -63.7863 -151.4869 135.529 -40.5794 37.22107 165.32528
169.9002 -60.43876 -69.81532 135.529 -40.5794 28.94261 222.19411
85.09552 -68.99731 -152.4316 135.529 -40.5794 38.67727 172.89641
85.02934 -69.43938 -153.5459 135.529 -40.5794 38.8554 174.45351
228.5855 -58.99042 -24.64495 201.381 -43.0259 23.10744 173.02952
267.9471 -31.53333 -1.018475 201.381 -43.0259 52.79606 213.65253
255.3815 -48.8749 -7.284796 201.381 -43.0259 37.19406 199.22749
182.6526 39.3621 77.62498 201.381 -43.0259 84.11473 206.0238
62.45531 16.99208 -170.9489 83.6259 22.0246 20.55902 188.51833
