78.45178 -39.99728 173.8659 135.529 -40.5794 42.74817 166.05763
16.11524 -71.9902 105.4642 135.529 -40.5794 59.78116 214.5003
83.64976 -66.24076 173.3125 135.529 -40.5794 38.34685 202.30615
58.82232 9.797205 -174.6403 83.6259 22.0246 26.74156 204.84051
15.93124 -72.08345 101.3821 135.529 -40.5794 59.76452 218.47023
274.9781 -21.42143 2.042598 201.381 -43.0259 63.80788 216.55553
58.85334 9.812724 -177.8918 83.6259 22.0246 26.70734 208.09062
180.8303 44.58587 117.4042 244.985 -15.6358 83.69676 213.28083
237.4459 70.29715 60.14363 244.985 -15.6358 86.09414 217.13194
299.6526 35.19291 10.12038 244.985 -15.6358 72.55509 204.44318
289.1799 10.60152 15.77242 244.985 -15.6358 51.01851 194.50643
257.1764 -36.47564 -19.24813 244.985 -15.6358 23.4921 139.92294
288.8215 10.94007 16.9345 244.985 -15.6358 50.887 193.79291
299.4483 35.01371 15.55716 244.985 -15.6358 72.31574 199.10726
194.3708 -58.3715 -121.2044 201.381 -43.0259 15.9543 192.26346
186.658 -62.7282 -132.1968 201.381 -43.0259 21.49361 191.72736
186.6608 -62.54807 -133.3954 201.381 -43.0259 21.33789 192.69759
186.6554 -62.71024 -133.4907 201.381 -43.0259 21.47874 192.99319
140.5744 -63.25129 179.0696 186.7 -62.7822 20.48143 161.36644
112.4709 -26.02869 155.3817 135.529 -40.5794 24.02024 161.57019
257.9814 -24.36286 -7.018467 201.381 -43.0259 49.60472 223.75763
262.1414 -14.29731 9.146423 201.381 -43.0259 59.03382 212.78626
273.8933 -14.20711 11.04135 201.381 -43.0259 67.64009 210.0254
185.626 28.17611 138.3194 201.381 -43.0259 72.66112 143.68261
300.843 35.20814 27.19756 244.985 -15.6358 73.36874 186.51636
223.4052 39.02432 103.8312 201.381 -43.0259 84.44159 150.18081
185.6518 30.22063 140.391 201.381 -43.0259 74.65683 141.46803
299.6549 34.94263 31.23526 244.985 -15.6358 72.41477 183.26157
185.477 30.29176 141.563 201.381 -43.0259 74.75761 140.42048
308.1793 40.8039 27.6813 244.985 -15.6358 81.22224 181.89513
214.993 45.12377 118.0547 244.985 -15.6358 66.57854 183.58696
180.7838 44.57713 145.5465 244.985 -15.6358 83.72136 185.17379
299.7256 35.04855 41.77769 244.985 -15.6358 72.52248 172.69582
192.7819 41.1152 142.6219 244.985 -15.6358 74.48991 179.53607
166.2085 38.33242 158.4991 201.381 -43.0259 87.389 136.43332
211.4278 28.50642 132.1303 244.985 -15.6358 54.7901 178.52529
193.946 25.87544 144.8804 244.985 -15.6358 64.7105 181.03088
180.8535 44.51192 152.0504 244.985 -15.6358 83.64613 178.62461
184.808 47.28606 152.1202 244.985 -15.6358 82.71309 175.25973
299.9505 11.56815 40.30919 244.985 -15.6358 60.82045 165.12025
288.9307 10.81957 49.64795 244.985 -15.6358 50.91782 160.93018
181.86 63.27872 162.1703 288.806 10.967 87.6353 217.79322
165.2599 10.0807 158.2268 201.381 -43.0259 62.48565 140.84498
218.1789 56.84116 132.6968 244.985 -15.6358 75.8485 163.91068
299.6136 35.18595 56.10811 244.985 -15.6358 72.52489 158.48181
135.105 -45.51905 134.8605 186.7 -62.7822 33.53347 175.59119
203.9434 -34.24821 171.7025 244.985 -15.6358 41.23049 204.68681
170.4734 -60.47705 159.9749 186.7 -62.7822 8.02284 176.33548
193.1832 -29.07946 164.478 244.985 -15.6358 49.3506 199.59421
308.1212 40.94722 54.50616 244.985 -15.6358 81.25485 155.13084
80.62997 -72.01446 80.30416 255.971 -37.8484 70.08805 193.60738
134.8628 -46.01287 128.7551 186.7 -62.7822 33.26931 182.2057
214.297 44.96572 142.42 244.985 -15.6358 66.70507 159.93048
0.4609798 -15.46463 21.2246 270.297 -25.0725 83.65611 183.08294
308.3392 40.83725 61.20208 244.985 -15.6358 81.34397 148.26513
299.7961 35.1091 69.18102 244.985 -15.6358 72.60431 145.2574
308.3416 40.82404 62.15685 244.985 -15.6358 81.33906 147.3069
299.6253 35.18357 70.57986 244.985 -15.6358 72.53142 144.001
250.1295 -53.57897 -139.8516 255.971 -37.8484 16.23711 213.14796
170.5135 -60.40289 149.9975 186.7 -62.7822 8.03485 185.81033
299.8463 35.08683 71.19088 244.985 -15.6358 72.6256 143.20566
13.10668 84.87945 11.44618 288.806 10.967 78.56911 173.24282
299.6223 35.18132 87.70132 255.971 -37.8484 83.48528 149.02743
228.2952 -8.953067 160.6536 244.985 -15.6358 17.611 175.42403
288.9091 10.95326 108.5801 270.305 -25.7208 40.90234 135.38243
25.32558 -67.93489 3.228912 256.441 -36.4296 68.86286 224.5899
227.3288 -66.73719 -173.7896 255.971 -37.8484 33.13384 219.96343
289.0575 10.96253 113.3202 277.384 -23.7855 36.57426 138.57702
170.5777 -60.44414 133.2441 186.7 -62.7822 7.98909 202.79529
263.0398 -24.58143 178.836 270.297 -25.0725 6.60396 175.3805
299.2881 33.95027 93.92751 255.971 -37.8484 82.30451 142.93553
255.6794 -48.70851 -161.0029 270.297 -25.0725 26.26407 219.90047
266.7599 -32.08059 -170.0881 277.384 -23.7855 12.51289 208.9495
134.8162 -46.00228 98.75725 186.7 -62.7822 33.29852 212.19668
223.4412 39.05115 161.659 262.986 -24.7544 73.73907 145.37367
211.0972 54.19092 176.7032 268.357 -1.45608 72.7991 154.96684
299.9187 35.25193 105.7819 270.297 -25.0725 66.52064 135.00161
263.1152 -24.55242 178.358 270.297 -25.0725 6.53875 175.57793
262.9982 -33.67048 -173.9846 270.305 -25.7208 10.16578 223.50358
318.7972 38.74379 88.39414 270.297 -25.0725 78.29319 137.75397
299.9054 34.88204 111.1353 277.384 -23.7855 62.43493 135.57531
311.5042 31.06252 98.86141 277.384 -23.7855 63.84391 136.25958
17.28409 -71.18024 -24.41041 273.995 -14.0224 80.94372 221.44253
13.70858 -37.67735 -8.886557 270.297 -25.0725 84.67915 216.64931
250.3014 -53.54411 -175.0469 277.384 -23.7855 36.04993 219.9809
254.0124 39.42143 156.4558 273.995 -14.0224 56.59941 136.94387
237.5151 47.19114 169.0273 268.357 -1.45608 55.62372 139.35877

